cell_id,row,col,center_x,center_z,covered,uncertainty
766,24,22,-1.0463482786254446,-8.832993293053043,0,0.8
767,24,23,-0.0463482786254445,-8.832993293053043,0,0.8
768,24,24,0.9536517213745554,-8.832993293053043,0,0.8
769,24,25,1.9536517213745557,-8.832993293053043,0,0.8
770,24,26,2.9536517213745554,-8.832993293053043,0,0.8
771,24,27,3.953651721374555,-8.832993293053043,0,0.8
772,24,28,4.9536517213745554,-8.832993293053043,0,0.8
773,24,29,5.9536517213745554,-8.832993293053043,0,0.8
774,24,30,6.9536517213745554,-8.832993293053043,0,0.8
775,25,0,-23.046348278625445,-7.832993293053043,0,0.8
776,25,1,-22.046348278625445,-7.832993293053043,0,0.8
